32, 0, 0.6579789783466946
32, 1, 0.06346656043421138
32, 2, 0.013510462362319231
32, 3, 0.005989230110902678
32, 4, 0.002105155525813726
32, 5, 0.0005659981265621768
32, 6, 0.00025947148572992194
32, 7, 0.00013424424965209752
32, 8, 7.24269438333894e-05
32, 9, 5.038163428914479e-05
32, 10, 4.2317210086780093e-05
32, 11, 3.3477529128008015e-05
32, 12, 2.817319678301415e-05
32, 13, 2.3830025880174205e-05
32, 14, 2.0839095007183708e-05
32, 15, 1.818125052853826e-05
32, 16, 1.617841818105345e-05
32, 17, 1.4532292136044072e-05
32, 18, 1.280833699142518e-05
32, 19, 1.142065676421308e-05
32, 20, 1.0514273981243605e-05
32, 21, 9.457247870159335e-06
32, 22, 8.534678561938398e-06
32, 23, 7.860876311579803e-06
32, 24, 7.207565059533491e-06
32, 25, 6.5786798999893525e-06
32, 26, 6.21133275754718e-06
32, 27, 5.73167471884517e-06
32, 28, 5.392167209224268e-06
32, 29, 5.279577263453658e-06
64, 0, 1.311691397970373
64, 1, 0.10657772184772925
64, 2, 0.024341746148737995
64, 3, 0.009451002602211454
64, 4, 0.003096335461701859
64, 5, 0.0009981297083537686
64, 6, 0.000419322956903753
64, 7, 0.00020080839484845373
64, 8, 0.00012656394392251968
64, 9, 7.92869911740788e-05
64, 10, 6.042647741692649e-05
64, 11, 4.590190722162581e-05
64, 12, 3.6779169683789156e-05
64, 13, 2.9949785047475334e-05
64, 14, 2.4584937901553612e-05
64, 15, 2.0563215664217502e-05
64, 16, 1.774953059132465e-05
64, 17, 1.547454997886565e-05
64, 18, 1.3606859531798612e-05
64, 19, 1.2170246339916378e-05
64, 20, 1.091822940163018e-05
64, 21, 1.001766742609272e-05
64, 22, 9.32159417226847e-06
64, 23, 8.462237432964189e-06
64, 24, 7.878157744430196e-06
64, 25, 7.540468645443483e-06
64, 26, 7.167352702129971e-06
64, 27, 6.6051379276772915e-06
64, 28, 6.241841302570802e-06
64, 29, 5.9510762184800114e-06
128, 0, 2.564840067516674
128, 1, 0.23931695114482532
128, 2, 0.05172535641626878
128, 3, 0.022108497690748085
128, 4, 0.007193249988962303
128, 5, 0.002052164350805635
128, 6, 0.0010585494932125914
128, 7, 0.0005263413847635754
128, 8, 0.00031140514130873436
128, 9, 0.00021015226031357253
128, 10, 0.0001661879214225337
128, 11, 0.000140285537451167
128, 12, 0.00012113160548985682
128, 13, 0.00010265598129163581
128, 14, 8.785074433862147e-05
128, 15, 7.685967747503045e-05
128, 16, 6.818800267699936e-05
128, 17, 5.8239100987768985e-05
128, 18, 5.1203728534429416e-05
128, 19, 4.546579624399204e-05
128, 20, 4.048493098128926e-05
128, 21, 3.633677227877673e-05
128, 22, 3.2955622869353235e-05
128, 23, 3.018250804002905e-05
128, 24, 2.7915280125770632e-05
128, 25, 2.5617334110641174e-05
128, 26, 2.351809631694447e-05
128, 27, 2.184249884025617e-05
128, 28, 2.0359850664549e-05
128, 29, 1.9000596942284822e-05
256, 0, 5.12779252095656
256, 1, 0.4613071788441051
256, 2, 0.09849163144826889
256, 3, 0.04286699572747404
256, 4, 0.013170858421786264
256, 5, 0.004264697220853784
256, 6, 0.001988744987598197
256, 7, 0.0010626283315518363
256, 8, 0.0005548156570346856
256, 9, 0.000381447903981263
256, 10, 0.0002880861972119998
256, 11, 0.00021711005353030157
256, 12, 0.00017111088858324695
256, 13, 0.00013779631990473717
256, 14, 0.00011814918120349334
256, 15, 9.832518712342294e-05
256, 16, 8.536900449226695e-05
256, 17, 7.405752033016391e-05
256, 18, 6.302692252740434e-05
256, 19, 5.56667397507805e-05
256, 20, 5.049220007177527e-05
256, 21, 4.600653483066708e-05
256, 22, 4.2601929387522183e-05
256, 23, 3.835537361076356e-05
256, 24, 3.518334282985465e-05
256, 25, 3.315680607391352e-05
256, 26, 3.07962707831228e-05
256, 27, 2.8584277639641765e-05
256, 28, 2.7370885535757143e-05
256, 29, 2.542729998822324e-05
512, 0, 10.137932918288492
512, 1, 0.8537690883333032
512, 2, 0.18661559373140335
512, 3, 0.08122713660651987
512, 4, 0.02599894069135189
512, 5, 0.00861579209396785
512, 6, 0.0038797615773298526
512, 7, 0.002208332044326446
512, 8, 0.0012213320746509867
512, 9, 0.0008892253919673914
512, 10, 0.0006601048993285407
512, 11, 0.0005303730854806913
512, 12, 0.0004188118804119189
512, 13, 0.00034528421714309263
512, 14, 0.00028912570666183126
512, 15, 0.00025076446366835046
512, 16, 0.00021367215694309297
512, 17, 0.00018464797176420689
512, 18, 0.00016340460966933858
512, 19, 0.0001444003494477577
512, 20, 0.00012903150425038555
512, 21, 0.00011688128936591305
512, 22, 0.0001070847515207292
512, 23, 9.73653824820014e-05
512, 24, 8.951840109974992e-05
512, 25, 8.273882651172409e-05
512, 26, 7.73167994339019e-05
512, 27, 7.179093716496772e-05
512, 28, 6.714986243010075e-05
512, 29, 6.284230502470481e-05
